"RequirementId"	"Source"	"Title"	"OriginalScope"	"CandidateClassification"	"FinalClassification"	"FinalReason"	"DependencyChain"	"MisclassificationRisk"	"ControlServerImpact"	"OnboardHmiImpact"	"SharedProtocolImpact"	"DecisionBasis"
"REQ-0294"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0294"	"空闲返回只使用已批准的通用单段移动能力。 生成的 RIoT“一键停靠”和 parkConfig 客户端不构成…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的电量、自动充电与空闲返回范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"电量事实→新任务准入或人工充电等待；自动充电/空闲返回在范围外"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0295"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0295"	"到点必须由一致证据组合确认。 单值 currentPosition 不得独自证明角色到达；至少要求本次稳定 …"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的电量、自动充电与空闲返回范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"电量事实→新任务准入或人工充电等待；自动充电/空闲返回在范围外"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0296"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0296"	"失败按“是否可能已有订单或仍在运动”分流。 首次外部建单前重新核验失败，或明确拒绝且已证明没有活动订单、车辆…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的电量、自动充电与空闲返回范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"电量事实→新任务准入或人工充电等待；自动充电/空闲返回在范围外"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0297"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0297"	"配置和拓扑变化不破坏既有引用。 被删除、停用或改角色的等待点立即停止接受新承诺，但已经预占、在途或在点占用的…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的电量、自动充电与空闲返回范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"电量事实→新任务准入或人工充电等待；自动充电/空闲返回在范围外"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0298"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0298"	"当前产品只同步 Map/Station 目录，不同步本地路网。 MapStationCatalogSnaps…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的Map／Station 目录快照；候选纳入首期，精确字段/状态仍由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)收口。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删会使Map／Station 目录快照主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0299"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0299"	"启动、周期和人工刷新共同维持目录。 服务启动时必须尝试一次全量同步，运行期间按投运前批准的周期执行非重入刷新…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但Map／Station 目录快照中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)确认最小保留部分。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删可能让Map／Station 目录快照出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0300"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0300"	"新快照只允许全量原子发布。 只有 Map 清单和每张有效 Map 的完整 Station 清单全部读取成功，…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但Map／Station 目录快照中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)确认最小保留部分。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删可能让Map／Station 目录快照出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0301"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0301"	"本地可追溯身份弥补 RIoT 原生版本缺口。 每个不同内容的有效快照记录来源环境/build、完整观测起止时…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但Map／Station 目录快照中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)确认最小保留部分。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删可能让Map／Station 目录快照出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0302"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0302"	"新鲜度按最近完整确认计算。 同步周期和最大允许未确认时长必须在投运前分别批准，且最大未确认时长须大于正常同步…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的Map／Station 目录快照；候选纳入首期，精确字段/状态仍由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)收口。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删会使Map／Station 目录快照主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0303"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0303"	"无快照或超过新鲜度边界时 fail-closed。 系统仍可启动并展示、诊断和重试同步，也可继续观察已经存在…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的Map／Station 目录快照；候选纳入首期，精确字段/状态仍由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)收口。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删会使Map／Station 目录快照主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0304"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0304"	"新目录自动成为当前事实，但不自动改写业务配置。 完整候选发布后，新增、删除、激活状态变化、Map/Stati…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但Map／Station 目录快照中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)确认最小保留部分。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删可能让Map／Station 目录快照出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0305"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0305"	"TransportDemand 冻结已解析站点且不被后续目录重写。 新任务只可从当时新鲜的当前快照取得并冻结…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的Map／Station 目录快照；候选纳入首期，精确字段/状态仍由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)收口。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删会使Map／Station 目录快照主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0306"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0306"	"已经存在的 RIoT 订单不因目录变化被自动取消。 已建单或正在执行的移动继续按其 RIoT OrderRe…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但Map／Station 目录快照中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)确认最小保留部分。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删可能让Map／Station 目录快照出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0307"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0307"	"历史快照按引用和审计期限共同留存。 任何仍被活动或保留期内 TransportDemand、配置版本、审计记…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"首期延后"	"MVP 交互／安全依赖"	"FactoryPilotConfigurationSnapshot、运行证据和活动 Demand 引用的 MapStationCatalogSnapshot 修订必须可追溯；完整长期清理管理面延后。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"过早纳入会扩大首期和联调面；若后续证明它是安全/验收必要链却未升级，则会形成隐藏缺口。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0308"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0308"	"同步异常形成目录级状态，真实缺站形成任务级阻断。 刷新失败、候选无效、超过新鲜度或 build/环境不兼容形…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的Map／Station 目录快照；候选纳入首期，精确字段/状态仍由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)收口。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删会使Map／Station 目录快照主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0309"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0309"	"具体 API 与数据结构继续留给证据验证和正式设计。 实现只能经已批准的 RIoT Map/Station …"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但Map／Station 目录快照中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)确认最小保留部分。"	"RIoT Map/Station 全量快照→新鲜度门禁→冻结解析站点→移动建单"	"误删可能让Map／Station 目录快照出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"维护/验证 Map 与 Station 快照并冻结任务端点。"	"展示服务端给出的站点，不自行同步 RIoT 目录。"	"携带稳定站点身份、配置版本和新鲜度阻断码。"	"决定受控工厂试运行配置、执行顺序与验收证据 (../issues/11-decide-controlled-factory-pilot-configuration-and-acceptance-evidence.md)"
"REQ-0310"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0310"	"允许恢复，但只能恢复原车辆档案。 已归档 AGV 可以恢复；恢复必须沿用原本地 agvId，不得为同一实体车…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的AGV 身份、归档与恢复范围；不进入首期实现，但保留原基线身份并由决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)最终逐条复核。"	"AgvIdentity/RiotVehicleBinding/生命周期代次→业务就绪→会话与订单隔离"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)"
"REQ-0311"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0311"	"恢复权限只属于系统管理员。 仅 SystemAdministrator 可以用个人账号发起并确认恢复，不设双…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的AGV 身份、归档与恢复范围；不进入首期实现，但保留原基线身份并由决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)最终逐条复核。"	"AgvIdentity/RiotVehicleBinding/生命周期代次→业务就绪→会话与订单隔离"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)"
"REQ-0312"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0312"	"本地 agvId 是唯一车辆身份。 AgvIdentity 由 ControlServer 首次接入时创建并…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：指定 AGV 仍必须使用稳定 agvId，不能把 deviceKey 或网络地址当车辆身份。"	"AgvIdentity/RiotVehicleBinding/生命周期代次→业务就绪→会话与订单隔离"	"误删会使AGV 身份、归档与恢复主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"掌握 AgvIdentity、RIoT 绑定和生命周期代次。"	"使用 VehicleCredential 建会话并证明本车业务就绪。"	"会话、命令和恢复消息绑定 AGV/代次/协议身份。"	"决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)"
"REQ-0313"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0313"	"deviceKey 只形成当前 RIoT 绑定。 RiotVehicleBinding 表达一个生命周期内 …"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：真实 RIoT 指定车辆必须通过受控 RiotVehicleBinding 绑定，属于直接配置/建单身份。"	"AgvIdentity/RiotVehicleBinding/生命周期代次→业务就绪→会话与订单隔离"	"误删会使AGV 身份、归档与恢复主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"掌握 AgvIdentity、RIoT 绑定和生命周期代次。"	"使用 VehicleCredential 建会话并证明本车业务就绪。"	"会话、命令和恢复消息绑定 AGV/代次/协议身份。"	"决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)"
"REQ-0314"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0314"	"每次恢复开始新的生命周期代次。 同一 agvId 每次从归档恢复时递增 AgvLifecycleGenera…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但AGV 身份、归档与恢复中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)确认最小保留部分。"	"AgvIdentity/RiotVehicleBinding/生命周期代次→业务就绪→会话与订单隔离"	"误删可能让AGV 身份、归档与恢复出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"掌握 AgvIdentity、RIoT 绑定和生命周期代次。"	"使用 VehicleCredential 建会话并证明本车业务就绪。"	"会话、命令和恢复消息绑定 AGV/代次/协议身份。"	"决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)"
"REQ-0315"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0315"	"运行态重置不清除历史，也不猜测物理事实。 任务、仓位历史、配置版本、审计和 deviceKey 映射历史不复…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但AGV 身份、归档与恢复中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)确认最小保留部分。"	"AgvIdentity/RiotVehicleBinding/生命周期代次→业务就绪→会话与订单隔离"	"误删可能让AGV 身份、归档与恢复出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"掌握 AgvIdentity、RIoT 绑定和生命周期代次。"	"使用 VehicleCredential 建会话并证明本车业务就绪。"	"会话、命令和恢复消息绑定 AGV/代次/协议身份。"	"决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)"
"REQ-0316"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0316"	"归档前配置可以作为恢复候选。 原 ActiveSlotConfiguration 保留为候选；车载重新连接后…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的AGV 身份、归档与恢复范围；不进入首期实现，但保留原基线身份并由决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)最终逐条复核。"	"AgvIdentity/RiotVehicleBinding/生命周期代次→业务就绪→会话与订单隔离"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)"
"REQ-0317"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0317"	"恢复与投运严格分离。 恢复事务成功只把车辆置为未归档的新生命周期，并原子建立候选 RiotVehicleBi…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的AGV 身份、归档与恢复范围；不进入首期实现，但保留原基线身份并由决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)最终逐条复核。"	"AgvIdentity/RiotVehicleBinding/生命周期代次→业务就绪→会话与订单隔离"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)"
"REQ-0318"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0318"	"车辆离线时可以先恢复档案。 完成恢复只要求操作者为 SystemAdministrator、原 agvId …"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的AGV 身份、归档与恢复范围；不进入首期实现，但保留原基线身份并由决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)最终逐条复核。"	"AgvIdentity/RiotVehicleBinding/生命周期代次→业务就绪→会话与订单隔离"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP 多仓容量、安全联锁与异常恢复最小集 (../issues/05-decide-minimum-multislot-safety-and-recovery-set.md)"
