cluster_id	representative_candidate_id	member_count	batch_count	source_count	relation_types	review_dispositions	applicable_scopes	version_scope_pointers	member_candidate_ids	representative_statement	review_note
SC-0912	R04-A0399	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure | 8005-site-safety-slot-hardware-and-recovery		R04-A0399,R05-A0116	**Given** 操作员已关闭目标仓位仓门，光幕检测确认该仓位内确实已清空	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0913	R04-A0405	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure | 8005-site-safety-slot-hardware-and-recovery		R04-A0405,R05-A0121	**Given** 操作员已关闭目标仓位仓门，但光幕仍检测到产品残留	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0914	R04-A0428	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure		R04-A0428,R05-A0127	**When** 系统处理该到站事件	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0915	R04-A0429	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure | 8005-site-safety-slot-hardware-and-recovery		R04-A0429,R05-A0128	"**Then** 本地记录的该 AGV 状态由""移动中""更新为""已到站"""	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0916	R04-A0431	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure		R04-A0431,R05-A0130	"**Given** 该 AGV 状态已更新为""已到站"""	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0917	R04-A0432	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure		R04-A0432,R05-A0131	**When** 系统完成状态更新	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0918	R04-A0433	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-onboard-HMI-and-site-operation | 8005-site-operation-and-stop-closure		R04-A0433,R05-A0132	**Then** 操作面板界面自动跳转到该站点对应的装卸操作界面，不需要操作员手动操作	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0919	R04-A0467	5	1	5	exact-text-duplicate	evidence-only	8005-site-operation-and-stop-closure | 8005-slot-hardware-and-IO		R04-A0467,R04-A0585,R04-A0683,R04-A0735,R04-A0769	**Functional Requirements：** 无	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0920	R04-A0468	2	1	2	exact-text-duplicate	evidence-only	8005-site-operation-and-stop-closure | 8005-slot-hardware-and-IO		R04-A0468,R04-A0684	**Non-Functional Requirements：** 无（见下方 Notes 说明）	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0921	R04-A0562	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure | 8005-site-safety-slot-hardware-and-recovery		R04-A0562,R05-A0190	"**Given** 目标仓位处于""仓门已关闭，但光幕检测到残留产品""的异常状态，且按 [[uc-004-slot-door-safety-interlock|UC-004]] Flow A 判定该 AGV 当前处于移动状态"	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0922	R04-A0568	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure		R04-A0568,R05-A0196	**Then** 系统重新打开该仓位仓门，供操作员取出残留产品	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0923	R04-A0570	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure | 8005-site-safety-slot-hardware-and-recovery		R04-A0570,R05-A0198	**Given** 操作员重新关闭该仓位仓门后，光幕检测确认该仓位内确已清空	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0924	R04-A0571	4	2	3	exact-text-duplicate,semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure		R04-A0571,R04-A0576,R05-A0199,R05-A0204	**When** 系统执行重新关闭后核验	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0925	R04-A0572	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure		R04-A0572,R05-A0200	"**Then** 系统将该仓位状态恢复为 UC-010 预期的""空闲""；"	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0926	R04-A0573	2	2	2	normalized-text-duplicate	approval-candidate-not-approved	8005-site-operation-and-stop-closure		R04-A0573,R05-A0201	记录本次重新打开、取出残留及重新核验的过程（操作员、仓位号、时间戳）	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0927	R04-A0575	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-site-operation-and-stop-closure | 8005-site-safety-slot-hardware-and-recovery		R04-A0575,R05-A0203	**Given** 操作员重新关闭该仓位仓门后，光幕仍检测到产品残留	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0928	R04-A0584	6	1	6	exact-text-duplicate	evidence-only	8005-site-operation-and-stop-closure | 8005-slot-hardware-and-IO		R04-A0584,R04-A0682,R04-A0734,R04-A0768,R04-A0830,R04-A0861	**Business Rules：** 无	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0929	R04-A0608	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-cross-domain-language-and-model | 8005-site-operation-and-stop-closure		R04-A0608,R08-A1071	**When** 一个 LoadBatch 或 LoadCorrection 安全闭环、放弃尚未产生物理动作的操作，或新增待装 DemandId 的新版清单被车载确认	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0930	R04-A0611	2	1	1	exact-text-duplicate	approval-candidate-not-approved	8005-site-operation-and-stop-closure		R04-A0611,R04-A0616	**Given** 倒计时正在进行	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0931	R04-A0637	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-onboard-server-MES-interface | 8005-site-operation-and-stop-closure		R04-A0637,R05-A0266	纯卸货站卸完直接结束，混合站完成全部卸货且仍可继续装货后才启动	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0932	R04-A0671	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-and-IO | 8005-slot-management-and-hardware-acceptance		R04-A0671,R06-A0001	**Given** 本地服务器与数据库运行正常	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0933	R04-A0672	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-and-fleet-operator-HMI | 8005-slot-hardware-and-IO		R04-A0672,R06-A0002	**When** 班组长/生产管理者打开仓位监控看板，或看板按周期/手动触发刷新	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0934	R04-A0673	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0673,R06-A0003	**Then** 系统读取并展示各仓位状态（空闲/已占用/异常锁定）、仓门开关状态；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0935	R04-A0674	2	2	2	normalized-text-duplicate	approval-candidate-not-approved	8005-slot-and-fleet-operator-HMI | 8005-slot-hardware-and-IO		R04-A0674,R06-A0004	"若某仓位为""已占用""，同时展示其关联的子批号及搬运任务信息（任务号、目标/交货站点、任务当前状态），与本地数据库当前记录一致"	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0936	R04-A0676	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-and-fleet-operator-HMI | 8005-slot-hardware-and-IO		R04-A0676,R06-A0006	**Given** 看板已展示上一次成功读取到的数据	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0937	R04-A0677	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-and-IO | 8005-slot-management-and-hardware-acceptance		R04-A0677,R06-A0007	**When** 系统按周期或手动触发刷新时，读取本地数据库/服务发生异常	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0938	R04-A0678	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-and-fleet-operator-HMI | 8005-slot-hardware-and-IO		R04-A0678,R06-A0008	"**Then** 系统提示""数据刷新失败，请稍后重试""，保留上一次成功读取到的数据，并标注该数据的最后刷新时间，不得与最新真实状态混淆；"	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0939	R04-A0699	2	1	1	exact-text-duplicate	approval-candidate-not-approved	8005-slot-hardware-and-IO		R04-A0699,R04-A0703	**When** 操作人员禁用	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0940	R04-A0726	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0726,R06-A0019	**When** 系统核验发现该开锁指令未能被 IO 模块正常接收（如通信超时、IO 模块无响应）	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0941	R04-A0729	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0729,R06-A0022	**Given** 开锁指令已被 IO 模块正常接收	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0942	R04-A0730	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0730,R06-A0023	**When** 维护人员现场核验发现该仓位仓门未能正常弹开/开启	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0943	R04-A0736	2	1	2	exact-text-duplicate	evidence-only	8005-slot-hardware-and-IO		R04-A0736,R04-A0770	**Non-Functional Requirements：** 测试结果记录须满足 [[nfr-002-audit-completeness-and-retention|NFR-002]]	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0944	R04-A0751	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0751,R06-A0027	**Given** 目标仓位仓门已开启，仓位内实际为空	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0945	R04-A0752	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0752,R06-A0028	"**When** 系统读取该仓位光幕状态显示为""有遮挡""，且清空仓位后仍显示""有遮挡"""	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0946	R04-A0755	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0755,R06-A0031	"**Given** 目标仓位仓门已开启，测试开始前光幕状态确为""无遮挡"""	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0947	R04-A0756	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0756,R06-A0032	"**When** 维护人员依次放入测试物体/遮挡光幕、再移除测试物体/遮挡，系统分别读取到光幕状态正确变为""有遮挡""、再恢复""无遮挡"""	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0948	R04-A0757	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-and-IO | 8005-slot-management-and-hardware-acceptance		R04-A0757,R06-A0033	"**Then** 系统记录本次测试结果为""正常""（维护人员、仓位号、时间戳）"	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0949	R04-A0759	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0759,R06-A0035	"**Given** 测试开始前光幕状态核验通过（""无遮挡""）"	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0950	R04-A0760	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0760,R06-A0036	"**When** 维护人员放入测试物体/遮挡光幕后，系统读取的光幕状态仍显示""无遮挡"""	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0951	R04-A0763	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0763,R06-A0039	"**Given** 遮挡阶段核验通过（光幕已正确变为""有遮挡""）"	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0952	R04-A0764	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0764,R06-A0040	"**When** 维护人员移除测试物体/遮挡后，系统读取的光幕状态仍显示""有遮挡"""	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0953	R04-A0816	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0816,R06-A0061	**Given** 系统已按配置向目标仓位下发开锁 DO 指令，且维护人员已现场手动触发该物理仓位的传感器	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0954	R04-A0817	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0817,R06-A0062	**When** 维护人员核对确认：方向一中实际发生反应的物理仓位与配置中该 DO 点位对应的仓位编号一致；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0955	R04-A0818	2	2	2	normalized-text-duplicate	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0818,R06-A0063	方向二中系统读取到的 DI 变化仓位编号与实际触发的物理仓位一致	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0956	R04-A0821	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0821,R06-A0066	**Given** 系统已按配置中指向该仓位的 DO 点位下发开锁指令	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0957	R04-A0822	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0822,R06-A0067	**When** 维护人员核对发现实际发生反应（弹开）的物理仓位与配置中该 DO 点位对应的仓位编号不一致	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0958	R04-A0825	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-and-IO | 8005-slot-management-and-hardware-acceptance		R04-A0825,R06-A0070	**Given** 维护人员已现场手动触发某个物理仓位的传感器	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0959	R04-A0826	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0826,R06-A0071	**When** 维护人员核对发现软件侧显示的 DI 变化仓位编号与自己实际触发的物理仓位不一致	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0960	R04-A0848	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0848,R06-A0074	**Given** 操作人员已为目标仓位实例录入或修改点位信息（开锁 DO、锁状态 DI、光幕 DI）	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0961	R04-A0849	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0849,R06-A0075	**When** 系统校验通道号未被重复占用，且必填点位均已填写，操作人员确认保存	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0962	R04-A0852	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0852,R06-A0078	**Given** 操作人员提交的配置中，某 IO 模块的某通道号已被本仓位其他点位类型或另一仓位占用	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0963	R04-A0853	16	2	12	exact-text-duplicate,semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model | 8005-slot-hardware-and-IO | 8005-slot-management-and-hardware-acceptance		R04-A0853,R04-A0857,R04-A0888,R04-A0892,R04-A0896,R04-A0900,R04-A1002,R04-A1111,R06-A0079,R06-A0083,R06-A0091,R06-A0095,R06-A0099,R06-A0103,R06-A0148,R06-A0194	**When** 系统执行保存前校验	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0964	R04-A0856	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-slot-hardware-IO-safety-and-operability | 8005-slot-hardware-and-IO		R04-A0856,R06-A0082	**Given** 操作人员提交的配置中，开锁 DO 点位或锁状态 DI 点位未填写	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0965	R04-A0874	2	1	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model		R04-A0874,R04-A0984	以上任一校验不通过，系统必须拒绝保存并提示具体冲突项，不产生部分保存的草稿。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0966	R04-A0883	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-slot-and-fleet-operator-HMI		R04-A0883,R06-A0086	**Given** 操作人员已为某型号的 `Draft` 版本配置面列表及仓位定义（编号、所属面、起始行/列、跨行数/跨列数、规格）	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0967	R04-A0884	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0884,R06-A0087	**When** 系统校验面标识与仓位编号均唯一、行列与跨格均为正整数且矩形不越界、同一面内仓位矩形互不重叠，且每个仓位的规格字段均已填写完整	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0968	R04-A0885	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0885,R06-A0088	**Then** 系统保存为 `Draft`，且该版本满足后续发布所需的字段完整性条件	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0969	R04-A0891	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0891,R06-A0094	**Given** 操作人员提交的草稿中，某仓位的起始行、起始列、跨行数或跨列数为零、负数，或超出所属面的行数/列数范围	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0970	R04-A0893	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-slot-and-fleet-operator-HMI		R04-A0893,R06-A0096	**Then** 系统拒绝保存，提示具体仓位及越界原因	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0971	R04-A0899	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0899,R06-A0102	**Given** 操作人员提交的草稿已通过唯一性、越界、重叠三类格式校验，但某仓位的尺寸或最大载重未填写，或数值不合法（如负数）	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0972	R04-A0901	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-slot-and-fleet-operator-HMI		R04-A0901,R06-A0104	**Then** 系统仍保存为 `Draft`，同时展示尚未满足的发布条件，不允许该草稿被直接发布	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0973	R04-A0924	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-slot-and-fleet-operator-HMI		R04-A0924,R06-A0106	**Given** 目标 `Draft` 已通过格式校验且仓位规格填写完整，操作人员已填写发布原因并查看与上一 `Published` 版本的差异	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0974	R04-A0928	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0928,R06-A0110	**Given** 目标 `Draft` 中存在仓位的尺寸或最大载重未填写，或数值不合法	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0975	R04-A0929	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0929,R06-A0111	**When** 操作人员发起发布	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0976	R04-A0930	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-slot-and-fleet-operator-HMI		R04-A0930,R06-A0112	**Then** 系统拒绝发布，提示具体缺失或不合法的字段，`Draft` 状态保持不变	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0977	R04-A0932	4	2	4	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0932,R04-A0965,R06-A0114,R06-A0127	**Given** 操作人员已提交发布请求	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0978	R04-A0934	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0934,R06-A0116	**Then** 系统不生成新版本，保留原 `Draft` 状态，记录失败审计	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0979	R04-A0936	2	1	2	exact-text-duplicate	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model		R04-A0936,R04-A0969	**Given** 二次认证已通过	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0980	R04-A0937	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0937,R06-A0119	**When** 版本持久化、状态转换、内容校验值计算或审计写入任一环节失败	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0981	R04-A0960	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0960,R06-A0122	**Given** 操作人员已为某个 `Published` 版本填写非空停用原因，并已查看当前引用该版本的 AGV 数量及清单	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0982	R04-A0963	2	2	2	normalized-text-duplicate	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0963,R06-A0125	该版本不再允许被 UC-019 选用于新接入，已引用该版本的历史 AGV 及其仓位实例保持不变、继续有效	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0983	R04-A0967	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0967,R06-A0129	**Then** 系统不停用，保留原 `Published` 状态，记录失败审计	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0984	R04-A0970	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0970,R06-A0132	**When** 状态转换或审计写入任一环节失败	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0985	R04-A0989	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-local-server-RIoT-RCS-integration		R04-A0989,R06-A0135	**Given** 管理员已选择一台未接入的 RCS/RIOT 车辆，填写本地名称、车型、服务区域、最低接单电量、调度权重、维护备注，并独立选择某个多仓位 AGV 模型的一个版本	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0986	R04-A0993	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0993,R06-A0139	**Given** 管理员选择的模型版本当前处于 `Draft` 或 `Retired` 状态	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0987	R04-A0994	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0994,R06-A0140	**When** 系统校验该版本是否为 `Published`	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0988	R04-A0995	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-slot-and-fleet-operator-HMI		R04-A0995,R06-A0141	"**Then** 系统拒绝保存，提示""该型号版本不可用于接入""，引导管理员改选其他 `Published` 版本或联系型号维护人员发布新版本"	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0989	R04-A0998	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A0998,R06-A0144	**When** 系统校验车辆 ID 唯一性	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0990	R04-A1027	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A1027,R06-A0151	**Given** [[fr-025-agv-registration-eligibility-and-slot-model-version-validation|FR-025]] 的全部校验均已通过，管理员已确认保存	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0991	R04-A1029	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-local-server-RIoT-RCS-integration		R04-A1029,R06-A0153	"**Then** 系统在同一事务中创建本地 AGV 档案（含 RCS/RIOT 车辆 ID 映射、本地配置、绑定的模型型号/版本号/内容校验值快照）、按快照生成对应仓位实例记录、将 AGV 置为""已禁用""，并记录审计日志；"	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0992	R04-A1030	2	2	2	normalized-text-duplicate	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-slot-and-fleet-operator-HMI		R04-A1030,R06-A0154	管理员被提示完成检查后可通过 [[uc-013-enable-disable-agv|UC-013]] 启用车辆	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0993	R04-A1032	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-local-configuration | 8005-AGV-fleet-and-slot-model		R04-A1032,R06-A0156	**Given** 管理员正在接入流程中	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0994	R04-A1033	2	2	2	semantic-near-review	approval-candidate-not-approved	8005-AGV-fleet-and-slot-model | 8005-slot-and-fleet-operator-HMI		R04-A1033,R06-A0157	**When** 系统无法取得完整的 RCS/RIOT 车辆列表	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
