"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R02-A1085"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 44"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SELECT_AGV` 选车 | 输入=任务范围、车辆实时状态、能力/电量/仓位配置、有效路网快照（可选，用于路径成本）"	"步骤类型=`DISPATCH_SELECT_AGV` 选车 | 可跳过=否（安全） | 可重试=是 | 输入=任务范围、车辆实时状态、能力/电量/仓位配置、有效路网快照（可选，用于路径成本） | 输出=唯一 AGV 或不可分配原因 | 关联 UC/BR=[[uc-022-view-agv-fleet-and-availability|UC-022]]、[[uc-023-allocate-transport-tasks-to-agv|UC-023]]、[[br-002-agv-allocation-eligibility|BR-002]]、[[br-015-path-cost-and-dispatch-ranking|BR-015]]、[[uc-045-sync-map-topology-from-riot|UC-045]] | 安全边界=强制安全步骤。在线、空闲、仓门、光幕、电量或本地作业任一未知即不可分配。排序可含基于路网的最短路径成本；路网不可用时按 BR-015 降级，不得伪装已按路网计费。路径成本不得压过已确认硬优先。"	"ee5fbd8436643241f648547a6f33bd89cbce0f9b7d54862138d3b734182348f0"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1086"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 44"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SELECT_AGV` 选车 | 输出=唯一 AGV 或不可分配原因"	"步骤类型=`DISPATCH_SELECT_AGV` 选车 | 可跳过=否（安全） | 可重试=是 | 输入=任务范围、车辆实时状态、能力/电量/仓位配置、有效路网快照（可选，用于路径成本） | 输出=唯一 AGV 或不可分配原因 | 关联 UC/BR=[[uc-022-view-agv-fleet-and-availability|UC-022]]、[[uc-023-allocate-transport-tasks-to-agv|UC-023]]、[[br-002-agv-allocation-eligibility|BR-002]]、[[br-015-path-cost-and-dispatch-ranking|BR-015]]、[[uc-045-sync-map-topology-from-riot|UC-045]] | 安全边界=强制安全步骤。在线、空闲、仓门、光幕、电量或本地作业任一未知即不可分配。排序可含基于路网的最短路径成本；路网不可用时按 BR-015 降级，不得伪装已按路网计费。路径成本不得压过已确认硬优先。"	"b963d38577a79ca35339bb65bcbc17435cb381c65396ea549b72dc4896b45291"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1087"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 44"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SELECT_AGV` 选车 | 关联 UC/BR=[[uc-022-view-agv-fleet-and-availability|UC-022]]、[[uc-023-allocate-transport-tasks-to-agv|UC-023]]、[[br-002-agv-allocation-eligibility|BR-002]]、[[br-015-path-cost-and-dispatch-ranking|BR-015]]、[[uc-045-sync-map-topology-from-riot|UC-045]]"	"步骤类型=`DISPATCH_SELECT_AGV` 选车 | 可跳过=否（安全） | 可重试=是 | 输入=任务范围、车辆实时状态、能力/电量/仓位配置、有效路网快照（可选，用于路径成本） | 输出=唯一 AGV 或不可分配原因 | 关联 UC/BR=[[uc-022-view-agv-fleet-and-availability|UC-022]]、[[uc-023-allocate-transport-tasks-to-agv|UC-023]]、[[br-002-agv-allocation-eligibility|BR-002]]、[[br-015-path-cost-and-dispatch-ranking|BR-015]]、[[uc-045-sync-map-topology-from-riot|UC-045]] | 安全边界=强制安全步骤。在线、空闲、仓门、光幕、电量或本地作业任一未知即不可分配。排序可含基于路网的最短路径成本；路网不可用时按 BR-015 降级，不得伪装已按路网计费。路径成本不得压过已确认硬优先。"	"eff2bfb840d0e42994bd0651f83c2dfbbc07ae7299dac0587afcfdf0f05a4098"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1088"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 44"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SELECT_AGV` 选车 | 安全边界=强制安全步骤。在线、空闲、仓门、光幕、电量或本地作业任一未知即不可分配。排序可含基于路网的最短路径成本；路网不可用时按 BR-015 降级，不得伪装已按路网计费。路径成本不得压过已确认硬优先。"	"步骤类型=`DISPATCH_SELECT_AGV` 选车 | 可跳过=否（安全） | 可重试=是 | 输入=任务范围、车辆实时状态、能力/电量/仓位配置、有效路网快照（可选，用于路径成本） | 输出=唯一 AGV 或不可分配原因 | 关联 UC/BR=[[uc-022-view-agv-fleet-and-availability|UC-022]]、[[uc-023-allocate-transport-tasks-to-agv|UC-023]]、[[br-002-agv-allocation-eligibility|BR-002]]、[[br-015-path-cost-and-dispatch-ranking|BR-015]]、[[uc-045-sync-map-topology-from-riot|UC-045]] | 安全边界=强制安全步骤。在线、空闲、仓门、光幕、电量或本地作业任一未知即不可分配。排序可含基于路网的最短路径成本；路网不可用时按 BR-015 降级，不得伪装已按路网计费。路径成本不得压过已确认硬优先。"	"bda9ec0a60da809266f0efa9994025632cc3dd2b16627851bdbddca9eaa9348f"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1089"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 45"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 可跳过=否（安全）"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 可跳过=否（安全） | 可重试=是（先对账） | 输入=AGV、任务范围、固定站点序列、稳定幂等键、预置接口配置引用 | 输出=RCS/RIOT 移动任务 ID、受理状态 | 关联 UC/BR=[[uc-008-dispatch-move-order-to-riot|UC-008]]、[[br-002-agv-allocation-eligibility|BR-002]] | 安全边界=强制安全步骤。下发前复核移动联锁；超时结果未知时先按业务键查询，不得盲目重发；不得配置任意 URL/API。"	"10216c87c4ed0959035fe4aef1a18d0689e3d39f5b79c17c3a93187d5d32b338"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1090"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 45"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 可重试=是（先对账）"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 可跳过=否（安全） | 可重试=是（先对账） | 输入=AGV、任务范围、固定站点序列、稳定幂等键、预置接口配置引用 | 输出=RCS/RIOT 移动任务 ID、受理状态 | 关联 UC/BR=[[uc-008-dispatch-move-order-to-riot|UC-008]]、[[br-002-agv-allocation-eligibility|BR-002]] | 安全边界=强制安全步骤。下发前复核移动联锁；超时结果未知时先按业务键查询，不得盲目重发；不得配置任意 URL/API。"	"4868fd4cbc4489245d570bbfba7efb711b78521669d72ad27dcc5b9248cbd880"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1091"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 45"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 输入=AGV、任务范围、固定站点序列、稳定幂等键、预置接口配置引用"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 可跳过=否（安全） | 可重试=是（先对账） | 输入=AGV、任务范围、固定站点序列、稳定幂等键、预置接口配置引用 | 输出=RCS/RIOT 移动任务 ID、受理状态 | 关联 UC/BR=[[uc-008-dispatch-move-order-to-riot|UC-008]]、[[br-002-agv-allocation-eligibility|BR-002]] | 安全边界=强制安全步骤。下发前复核移动联锁；超时结果未知时先按业务键查询，不得盲目重发；不得配置任意 URL/API。"	"54c5e11e9fa93d32f4b11056c1b6cc4b2accf17033852817685bb3917ee29178"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1092"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 45"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 输出=RCS/RIOT 移动任务 ID、受理状态"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 可跳过=否（安全） | 可重试=是（先对账） | 输入=AGV、任务范围、固定站点序列、稳定幂等键、预置接口配置引用 | 输出=RCS/RIOT 移动任务 ID、受理状态 | 关联 UC/BR=[[uc-008-dispatch-move-order-to-riot|UC-008]]、[[br-002-agv-allocation-eligibility|BR-002]] | 安全边界=强制安全步骤。下发前复核移动联锁；超时结果未知时先按业务键查询，不得盲目重发；不得配置任意 URL/API。"	"9224a0b0d34cd273c67ea2a1b0c563860aa08185b70276a80a5f19fac26f8e41"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1093"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 45"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 关联 UC/BR=[[uc-008-dispatch-move-order-to-riot|UC-008]]、[[br-002-agv-allocation-eligibility|BR-002]]"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 可跳过=否（安全） | 可重试=是（先对账） | 输入=AGV、任务范围、固定站点序列、稳定幂等键、预置接口配置引用 | 输出=RCS/RIOT 移动任务 ID、受理状态 | 关联 UC/BR=[[uc-008-dispatch-move-order-to-riot|UC-008]]、[[br-002-agv-allocation-eligibility|BR-002]] | 安全边界=强制安全步骤。下发前复核移动联锁；超时结果未知时先按业务键查询，不得盲目重发；不得配置任意 URL/API。"	"37bd27390f05efd9f78e45d739387ab497ae2adb84a2b3bbc6d837d5a567ba87"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1094"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 45"	"Workflow Step Catalog 预置流程步骤目录 > 3. 调度步骤"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 安全边界=强制安全步骤。下发前复核移动联锁；超时结果未知时先按业务键查询，不得盲目重发；不得配置任意 URL/API。"	"步骤类型=`DISPATCH_SUBMIT_RCS_MOVE` RCS 下发 | 可跳过=否（安全） | 可重试=是（先对账） | 输入=AGV、任务范围、固定站点序列、稳定幂等键、预置接口配置引用 | 输出=RCS/RIOT 移动任务 ID、受理状态 | 关联 UC/BR=[[uc-008-dispatch-move-order-to-riot|UC-008]]、[[br-002-agv-allocation-eligibility|BR-002]] | 安全边界=强制安全步骤。下发前复核移动联锁；超时结果未知时先按业务键查询，不得盲目重发；不得配置任意 URL/API。"	"916ff0d04804006ccb4eece910c1f555ed12b2ad7d7e8ea19920cef39daaca05"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1095"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 51"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 可跳过=是"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 可跳过=是 | 可重试=否 | 输入=RCS 移动任务 ID、起点、预期 AGV | 输出=已离站事件及时间 | 关联 UC/BR=[[uc-009-monitor-move-order-until-arrival|UC-009]]、[[uc-027-execute-workflow-steps|UC-027]] | 安全边界=仅可在无需确认离站的预置流程中跳过；若后续动作依赖离站事实则必须等待。事件必须匹配 AGV、任务和站点。"	"40170855a44b88c882971f504bf505f3f8437ef0cf14a86d1d1c9199d38098aa"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"workflow-engine-and-governance"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1096"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 51"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 可重试=否"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 可跳过=是 | 可重试=否 | 输入=RCS 移动任务 ID、起点、预期 AGV | 输出=已离站事件及时间 | 关联 UC/BR=[[uc-009-monitor-move-order-until-arrival|UC-009]]、[[uc-027-execute-workflow-steps|UC-027]] | 安全边界=仅可在无需确认离站的预置流程中跳过；若后续动作依赖离站事实则必须等待。事件必须匹配 AGV、任务和站点。"	"94c26110df48f6f7f57f4d92d9b6e0fa83a8a475e0b79a40c825bf23415e1285"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"workflow-engine-and-governance"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1097"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 51"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 输入=RCS 移动任务 ID、起点、预期 AGV"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 可跳过=是 | 可重试=否 | 输入=RCS 移动任务 ID、起点、预期 AGV | 输出=已离站事件及时间 | 关联 UC/BR=[[uc-009-monitor-move-order-until-arrival|UC-009]]、[[uc-027-execute-workflow-steps|UC-027]] | 安全边界=仅可在无需确认离站的预置流程中跳过；若后续动作依赖离站事实则必须等待。事件必须匹配 AGV、任务和站点。"	"66f74123c674b8361e3441a64630a5d162dd68027b79428241850ff10f773fcf"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1098"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 51"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 输出=已离站事件及时间"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 可跳过=是 | 可重试=否 | 输入=RCS 移动任务 ID、起点、预期 AGV | 输出=已离站事件及时间 | 关联 UC/BR=[[uc-009-monitor-move-order-until-arrival|UC-009]]、[[uc-027-execute-workflow-steps|UC-027]] | 安全边界=仅可在无需确认离站的预置流程中跳过；若后续动作依赖离站事实则必须等待。事件必须匹配 AGV、任务和站点。"	"d348842e8acdf94e0058be5dcf51c2ed9e9288c89fc6ff39ea97a34485ec677a"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"workflow-engine-and-governance"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1099"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 51"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 关联 UC/BR=[[uc-009-monitor-move-order-until-arrival|UC-009]]、[[uc-027-execute-workflow-steps|UC-027]]"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 可跳过=是 | 可重试=否 | 输入=RCS 移动任务 ID、起点、预期 AGV | 输出=已离站事件及时间 | 关联 UC/BR=[[uc-009-monitor-move-order-until-arrival|UC-009]]、[[uc-027-execute-workflow-steps|UC-027]] | 安全边界=仅可在无需确认离站的预置流程中跳过；若后续动作依赖离站事实则必须等待。事件必须匹配 AGV、任务和站点。"	"da15ff57d771029f440bcedfa86b71af2dcb20bb7384a9209c77aa7365e5464a"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"workflow-engine-and-governance"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1100"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 51"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 安全边界=仅可在无需确认离站的预置流程中跳过；若后续动作依赖离站事实则必须等待。事件必须匹配 AGV、任务和站点。"	"步骤类型=`MOVE_WAIT_DEPARTURE` 等待离站 | 可跳过=是 | 可重试=否 | 输入=RCS 移动任务 ID、起点、预期 AGV | 输出=已离站事件及时间 | 关联 UC/BR=[[uc-009-monitor-move-order-until-arrival|UC-009]]、[[uc-027-execute-workflow-steps|UC-027]] | 安全边界=仅可在无需确认离站的预置流程中跳过；若后续动作依赖离站事实则必须等待。事件必须匹配 AGV、任务和站点。"	"003351e4bca48a3289430b560a2629319ce97769387e5b7cd41e4f76745357dd"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"workflow-engine-and-governance"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1101"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 52"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 可跳过=否"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 可跳过=否 | 可重试=否 | 输入=RCS 移动任务 ID、目标站点、预期 AGV | 输出=到站事件、到站时间和站点 | 关联 UC/BR=[[uc-003-agv-arrives-at-designated-station|UC-003]]、[[uc-009-monitor-move-order-until-arrival|UC-009]] | 安全边界=未收到可认证且关联一致的到站事件不得开放站点作业；超时进入异常处理，不得默认到站。"	"044c3043fd945f5d46d7962cd55c8529aff2b3c71baf0d9e9fe32b997e61ee0d"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"workflow-engine-and-governance"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1102"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 52"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 可重试=否"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 可跳过=否 | 可重试=否 | 输入=RCS 移动任务 ID、目标站点、预期 AGV | 输出=到站事件、到站时间和站点 | 关联 UC/BR=[[uc-003-agv-arrives-at-designated-station|UC-003]]、[[uc-009-monitor-move-order-until-arrival|UC-009]] | 安全边界=未收到可认证且关联一致的到站事件不得开放站点作业；超时进入异常处理，不得默认到站。"	"4da989059cd1edee3c3c99ee5f2a9cbef34a609a0021ae29faa7401a1c7680ba"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"workflow-engine-and-governance"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1103"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 52"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 输入=RCS 移动任务 ID、目标站点、预期 AGV"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 可跳过=否 | 可重试=否 | 输入=RCS 移动任务 ID、目标站点、预期 AGV | 输出=到站事件、到站时间和站点 | 关联 UC/BR=[[uc-003-agv-arrives-at-designated-station|UC-003]]、[[uc-009-monitor-move-order-until-arrival|UC-009]] | 安全边界=未收到可认证且关联一致的到站事件不得开放站点作业；超时进入异常处理，不得默认到站。"	"eaf189e851f7d5e8aa529f2af1170f440b914649bd1d8485b5730d575898d689"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"dispatch-map-and-RIoT"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1104"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 52"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 输出=到站事件、到站时间和站点"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 可跳过=否 | 可重试=否 | 输入=RCS 移动任务 ID、目标站点、预期 AGV | 输出=到站事件、到站时间和站点 | 关联 UC/BR=[[uc-003-agv-arrives-at-designated-station|UC-003]]、[[uc-009-monitor-move-order-until-arrival|UC-009]] | 安全边界=未收到可认证且关联一致的到站事件不得开放站点作业；超时进入异常处理，不得默认到站。"	"4a00d68eca4d48907050424265572c339785e034be95f2080ee667130b1aefcb"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"workflow-engine-and-governance"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A1105"	"R02"	"R02-26"	"requirement-documents/02-business-rules/workflow-step-catalog.md"	"c62f70569c041c9c22101dced98b85e792fef9a343252537a43f2ae56332bb85"	"line 52"	"Workflow Step Catalog 预置流程步骤目录 > 4. 移动步骤"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 关联 UC/BR=[[uc-003-agv-arrives-at-designated-station|UC-003]]、[[uc-009-monitor-move-order-until-arrival|UC-009]]"	"步骤类型=`MOVE_WAIT_ARRIVAL` 等待到站 | 可跳过=否 | 可重试=否 | 输入=RCS 移动任务 ID、目标站点、预期 AGV | 输出=到站事件、到站时间和站点 | 关联 UC/BR=[[uc-003-agv-arrives-at-designated-station|UC-003]]、[[uc-009-monitor-move-order-until-arrival|UC-009]] | 安全边界=未收到可认证且关联一致的到站事件不得开放站点作业；超时进入异常处理，不得默认到站。"	"3e0f2579f9977c7c36778f23879261a74b90fdd1eb98fd8666cddb4c9a8d32d9"	"internal-specification-derivation"	"internal-derived-draft-reference-specification"	"slot-hardware-and-material-handling"	"exclude-from-requirement-approval"	"internal-derived-step-specification; catalog-version-stale-relative-to-content-changes; no-release-or-safety-review-binding"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
