RequirementId	Title	OriginalScope	MvpFinalClassification	ControlServerImpact	OnboardHmiImpact	SharedProtocolImpact	FullProductCluster	ClusterBasis	Batch	Batch0FormNote	PreviousBatch	ChangeProposal
REQ-0291	IdleReturnEligibility 是严格兜底资格。 车辆须已结束当前用途、没有下一业务目标、活动或…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C4 空闲返回与等待点	来源票据 76-decide-idle-return-parking-point-eligibility-and-arbitration.md)	BATCH-8		BATCH-5	
REQ-0292	车辆与等待点必须原子取得后才形成 IdleReturnCommit。 服务端基于同一份新鲜快照同时取得该车的…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C4 空闲返回与等待点	来源票据 76-decide-idle-return-parking-point-eligibility-and-arbitration.md)	BATCH-8		BATCH-5	
REQ-0293	等待点实行从在途预占到在点占用的连续单车独占。 选择候选前必须重新核验当前地图、专用角色、车辆适用范围、身份…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C4 空闲返回与等待点	来源票据 76-decide-idle-return-parking-point-eligibility-and-arbitration.md)	BATCH-8		BATCH-5	
REQ-0294	空闲返回只使用已批准的通用单段移动能力。 生成的 RIoT“一键停靠”和 parkConfig 客户端不构成…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C4 空闲返回与等待点	来源票据 76-decide-idle-return-parking-point-eligibility-and-arbitration.md)	BATCH-8		BATCH-5	
REQ-0295	到点必须由一致证据组合确认。 单值 currentPosition 不得独自证明角色到达；至少要求本次稳定 …	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C4 空闲返回与等待点	来源票据 76-decide-idle-return-parking-point-eligibility-and-arbitration.md)	BATCH-8		BATCH-5	
REQ-0296	失败按“是否可能已有订单或仍在运动”分流。 首次外部建单前重新核验失败，或明确拒绝且已证明没有活动订单、车辆…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C4 空闲返回与等待点	来源票据 76-decide-idle-return-parking-point-eligibility-and-arbitration.md)	BATCH-8		BATCH-5	
REQ-0297	配置和拓扑变化不破坏既有引用。 被删除、停用或改角色的等待点立即停止接受新承诺，但已经预占、在途或在点占用的…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C4 空闲返回与等待点	来源票据 76-decide-idle-return-parking-point-eligibility-and-arbitration.md)	BATCH-8		BATCH-5	
REQ-0298	目录与路网是两份各自具名的产品事实。 MapStationCatalogSnapshot 覆盖 RIOT-8…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0	本条是范围边界声明而非功能条目，其中 MapStationCatalogSnapshot 那一半批次 0 归属正确。但「Edge、几何路网、本地最短路与动态交通状态均不进入本产品事实」这一半的批次 0 判定成立于「不建路网成本引擎」这个形态，票 14 已定引擎为完整产品硬依赖，形态被推翻。票 15 已提 CP-0001 修订本条，本图不执行，形态标 需求变更待批。同串的 REQ-0302/REQ-0305 与串外的 REQ-0147/REQ-0293/REQ-0345 的建单前置 RouteCost 门禁不受本提案影响、继续要求，但五条在服务端 src/ 里 RouteCost 零命中，逐条判定属票 09。	BATCH-0	CP-0001
REQ-0299	启动、周期和人工刷新共同维持目录。 服务启动时必须尝试一次全量同步，运行期间按投运前批准的周期执行非重入刷新…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0300	新快照只允许全量原子发布。 只有 Map 清单和每张有效 Map 的完整 Station 清单全部读取成功，…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0301	本地可追溯身份弥补 RIoT 原生版本缺口。 每个不同内容的有效快照记录来源环境/build、完整观测起止时…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0302	新鲜度按最近完整确认计算。 同步周期和最大允许未确认时长必须在投运前分别批准，且最大未确认时长须大于正常同步…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-C13 建单前置门禁与目录可用性	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-2	两半形态不同：目录新鲜度那一半已实现（MapStationCatalogSnapshot 10 命中、CatalogRevision 28），而本条明文要求的「继续由实时 RouteCost 完成建单前可达性校验」零实现——RouteCost 在服务端源码零命中。另含两个投运前置参数（同步周期、最大允许未确认时长）须在投运前分别批准。	BATCH-2	
REQ-0303	无快照或超过新鲜度边界时 fail-closed。 系统仍可启动并展示、诊断和重试同步，也可继续观察已经存在…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0304	新目录自动成为当前事实，但不自动改写业务配置。 完整候选发布后，新增、删除、激活状态变化、Map/Stati…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-C9b 公共站点绑定运维治理	票 13 复核：批次 0 判定只在单一任务类型形态下成立；票 05 判档：本期实施	BATCH-6	「不自动猜测公共站点功能、不替换 FixedTaskStation 绑定」在这两个抽象都不存在时无从成立。	BATCH-4	CP-0002
REQ-0305	TransportDemand 冻结已解析站点且不被后续目录重写。 新任务只可从当时新鲜的当前快照取得并冻结…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-C13 建单前置门禁与目录可用性	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-2	冻结 mapId + stationId 那一半已实现；「每次尚未创建的新 RIoT move 订单仍须……通过 RouteCost」这一半零实现。	BATCH-2	
REQ-0306	已经存在的 RIoT 订单不因目录变化被自动取消。 已建单或正在执行的移动继续按其 RIoT OrderRe…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0307	历史快照按引用和审计期限共同留存。 任何仍被活动或保留期内 TransportDemand、配置版本、审计记…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0308	同步异常形成目录级状态，真实缺站形成任务级阻断。 刷新失败、候选无效、超过新鲜度或 build/环境不兼容形…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-C13 建单前置门禁与目录可用性	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-2	目录级不可用状态需要向维护/系统管理员展示，看板零实现（见 FP-C8）；任务级 StructuralDispatchBlock 在服务端源码零命中。	BATCH-2	
REQ-0309	具体 API 与数据结构继续留给证据验证和正式设计。 实现只能经已批准的 RIoT Map/Station …	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	维护/验证 Map 与 Station 快照并冻结任务端点。	展示服务端给出的站点，不自行同步 RIoT 目录。	携带稳定站点身份、配置版本和新鲜度阻断码。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0310	允许恢复，但只能恢复原车辆档案。 已归档 AGV 可以恢复；恢复必须沿用原本地 agvId，不得为同一实体车…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C5 AGV 归档恢复与身份连续性	来源票据 78-decide-archived-agv-restoration-and-identity-continuity.md)；票 05 定案：最小闭环本期实施	BATCH-3		BATCH-3	
REQ-0311	恢复权限只属于系统管理员。 仅 SystemAdministrator 可以用个人账号发起并确认恢复，不设双…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C5 AGV 归档恢复与身份连续性	来源票据 78-decide-archived-agv-restoration-and-identity-continuity.md)；票 05 定案：甲档下无 SystemAdministrator 实体，退化实施为「恢复入口不在看板、不在车载端，只在受控运维流程里」	BATCH-3		BATCH-3	
REQ-0312	本地 agvId 是唯一车辆身份。 AgvIdentity 由 ControlServer 首次接入时创建并…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握 AgvIdentity、RIoT 绑定和生命周期代次。	使用 VehicleCredential 建会话并证明本车业务就绪。	会话、命令和恢复消息绑定 AGV/代次/协议身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0313	deviceKey 只形成当前 RIoT 绑定。 RiotVehicleBinding 表达一个生命周期内 …	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握 AgvIdentity、RIoT 绑定和生命周期代次。	使用 VehicleCredential 建会话并证明本车业务就绪。	会话、命令和恢复消息绑定 AGV/代次/协议身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0314	每次恢复开始新的生命周期代次。 同一 agvId 每次从归档恢复时递增 AgvLifecycleGenera…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握 AgvIdentity、RIoT 绑定和生命周期代次。	使用 VehicleCredential 建会话并证明本车业务就绪。	会话、命令和恢复消息绑定 AGV/代次/协议身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0315	运行态重置不清除历史，也不猜测物理事实。 任务、仓位历史、配置版本、审计和 deviceKey 映射历史不复…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握 AgvIdentity、RIoT 绑定和生命周期代次。	使用 VehicleCredential 建会话并证明本车业务就绪。	会话、命令和恢复消息绑定 AGV/代次/协议身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0316	归档前配置可以作为恢复候选。 原 ActiveSlotConfiguration 保留为候选；车载重新连接后…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C5 AGV 归档恢复与身份连续性	来源票据 78-decide-archived-agv-restoration-and-identity-continuity.md)；票 05 定案：延后。它依赖 FP-C7 地基，且需 CapabilitySnapshot 新增指纹字段（协议 54 个 schema 中 fingerprint 零命中，属 breaking，见票 06）	BATCH-3		BATCH-3	
REQ-0317	恢复与投运严格分离。 恢复事务成功只把车辆置为未归档的新生命周期，并原子建立候选 RiotVehicleBi…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C5 AGV 归档恢复与身份连续性	来源票据 78-decide-archived-agv-restoration-and-identity-continuity.md)；票 05 定案：最小闭环本期实施；投运不是写状态字段，而是写入一个供 fail-closed 谓词链读取的已投运标志位，故「检查通过也不自动投运」自动成立	BATCH-3		BATCH-3	
REQ-0318	车辆离线时可以先恢复档案。 完成恢复只要求操作者为 SystemAdministrator、原 agvId …	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C5 AGV 归档恢复与身份连续性	来源票据 78-decide-archived-agv-restoration-and-identity-continuity.md)；票 05 定案：最小闭环本期实施	BATCH-3		BATCH-3	
REQ-0319	业务就绪要求完整、正面的新代次证据。 启用前必须验证新 VehicleCredential 并建立新代次 V…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握 AgvIdentity、RIoT 绑定和生命周期代次。	使用 VehicleCredential 建会话并证明本车业务就绪。	会话、命令和恢复消息绑定 AGV/代次/协议身份。	FP-C5 AGV 归档恢复与身份连续性	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-3	成立于「车辆凭证不存在，握手只校验一个全场共用的环境变量」：VehicleCredential 服务端源码零命中，本条要求的「启用前必须验证新 VehicleCredential」无载体。与 REQ-0317／REQ-0318 同属恢复后启用门禁，归 FP-C5。	BATCH-3	
REQ-0320	每次恢复尝试形成不可改写审计。 成功、失败、超时和结果未知均记录恢复尝试 ID、目标 agvId、归档原因和…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C5 AGV 归档恢复与身份连续性	来源票据 78-decide-archived-agv-restoration-and-identity-continuity.md)；票 05 定案：最小闭环本期实施；审计保留人员字段位，值填部署标识并显式标注不可归属自然人	BATCH-3		BATCH-3	
REQ-0321	机台侧站点只按命名规则自动识别。 一张 Map 内，只有 stationName 由一个至三个合法 MES …	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0322	AREA 必须唯一解析。 同一 AREA 没有匹配或同时命中多个 Station 时，相关新 Transpo…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0323	非 AREA 命名站点不一律视为异常。 地图可以包含公共业务点、等待点、充电点及其它普通 Station；它…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0324	公共业务点走独立绑定。 派工待送、烘箱、关卡、三光和氮气柜等公共业务点按任务类型绑定：每张 Map 上每个 …	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-C9a 六类任务执行与公共站点绑定	票 13 复核：批次 0 判定只在单一任务类型形态下成立	BATCH-6	PublicStationFunction 在控制服务端 src/ 零命中。五个公共功能（派工待送、烘箱、关卡、三光、氮气柜）当前只有「关卡」以标量形式存在，且不是功能绑定而是硬编码终点。	BATCH-4	CP-0002
REQ-0325	既有任务不被地图变化重写。 新任务只能使用当时唯一有效的 AREA 解析结果并冻结其 Station；后续改…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0326	覆盖治理问题随能力一并消失。 覆盖的发现、录入、复核、批准、二次认证、版本、生效、回滚和审计均不属于当前需求…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C7 配置生效治理与回滚	来源票据 79-decide-area-override-maintenance-and-effectivity-governance.md)；票 05 定案：否定性需求，维持不实施；票 10 须表述为「本决定明文排除」而非遗漏	BATCH-3		BATCH-3	
REQ-0327	临时服务或容量问题，且原派发前提仍成立：保留绑定，在同一 DispatchGeneration 中以原 up…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0328	仅当前车辆已不符合资格：在确认无 RIoT 订单后释放原车，TransportDemand 退回调度；若改选…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C2 多车与多任务调度	来源票据 80-decide-riot-order-creation-uncertainty-binding-retry-release.md)	BATCH-7		BATCH-6	
REQ-0329	需求、端点、契约或鉴权问题：释放车辆但阻断该 TransportDemand，修复前不自动重派。	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0330	查到订单时，只有存在唯一非终态订单，且其 upperId、指定车辆及当前 AgvLifecycleGener…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0331	查到多单、字段不一致或无法完整核验时，继续阻断，不得接管、释放或重派。	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0332	可靠确认订单不存在时，在原前提仍成立的范围内保留绑定，以原 upperId 有限重试；次数和退避时长仍留给正…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0333	建单调用和对账结果同时未知时，进入“建单结果双重未知”：继续保留全部绑定并升级告警，不因时间、重试次数或任何…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0334	规范绑定键是 mapId + TASK_TYPE。 每张 Map 每个 TASK_TYPE 最多一个 Fix…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-C9a 六类任务执行与公共站点绑定	票 13 复核：批次 0 判定只在单一任务类型形态下成立	BATCH-6	绑定键 mapId + PublicStationFunction 零实现；当前是单个 gateStationId + gateStationRiotId 标量对。	BATCH-4	CP-0002
REQ-0335	Map 目录可见不等于公共站点就绪。 MapPublicStationRequirementSet 是该 M…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-C9a 六类任务执行与公共站点绑定	票 13 复核：批次 0 判定只在单一任务类型形态下成立	BATCH-6	MapPublicStationRequirementSet 零命中。「任务类型只有在全部需求功能有有效绑定后才可投运」这条 fail-closed 是六类逐类放行的机制，当前不存在。	BATCH-4	CP-0002
REQ-0336	现场核对与配置激活遵守现有两级管理员权限。 MaintenanceAdministrator 可识别公共业务…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-C9b 公共站点绑定运维治理	票 13 复核：批次 0 判定只在单一任务类型形态下成立；票 05 判档：延后。甲档下两级管理员无载体，与 FP-C10 同因	BATCH-6	两级管理员骨架确在批次 0（REQ-0251），本条是该骨架在公共站点绑定上的具体职责划分，随绑定治理一并延后；不重开权限模型本身。	BATCH-4	CP-0002
REQ-0337	每张 Map 以完整不可变绑定集版本生效。 PublicStationBindingSetVersion 保…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-C9b 公共站点绑定运维治理	票 13 复核：批次 0 判定只在单一任务类型形态下成立；票 05 判档：本期实施	BATCH-6	PublicStationBindingSetVersion 零命中，整图原子激活机制不存在。	BATCH-4	CP-0002
REQ-0338	激活必须 fail-closed 验证完整性。 候选必须使用当前新鲜的 MapStationCatalogS…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-C9a 六类任务执行与公共站点绑定	票 13 复核：批次 0 判定只在单一任务类型形态下成立	BATCH-6	激活期完整性校验零实现。票 13 定乙档后，本条的校验内容（同图、同功能唯一、同 Station 不复用多功能、需求功能完整、目录新鲜）在部署与启动期执行，「激活候选版本」这一动作面随 FP-C9b 延后。	BATCH-4	CP-0002
REQ-0339	敏感生效动作要求新鲜二次认证，但不增加另一批准人。 激活新版本、重新激活被暂停绑定、回滚，以及移除当前生效绑…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	首期延后	解析机台与关卡绑定，持久化配置/建单对账。	按服务端冻结端点执行到站装卸。	携带站点/绑定版本、OrderIntent 和对账结果身份。	FP-C7 配置生效治理与回滚	来源票据 83-decide-public-station-binding-maintenance-and-effectivity-governance.md)；票 05 定案：部分实施——「明确确认影响预览」本期实施，「SystemAdministrator 使用当前密码新鲜二次认证」因本期不建人员认证而不实施，随 FP-C10 延后。不接受用共享密钥冒充二次认证	BATCH-3		BATCH-3	
